,intitule,dateCreation,typeContrat,nombrePostes,lieuTravail.libelle,lieuTravail.latitude,lieuTravail.longitude,lieuTravail.codePostal,lieuTravail.commune,entreprise.nom,competences
2274,Product Owner (H/F),2025-10-09 14:43:23+00:00,CDI,1,  LYON E ARRONDISSEMENT,45.760123,4.849235,69003.0,69383.0,KLANIK,
2276,Product Owner SI - Omnicanal & CRM (H/F),2025-10-09 14:40:46+00:00,CDI,1,  RENNES,48.121078,-1.71089,35000.0,35238.0,ZETRACE,
2278,Product Owner F/H - Informatique de gestion (H/F),2025-10-09 04:48:37+00:00,CDI,1,  LYON E ARRONDISSEMENT,45.760123,4.849235,69003.0,69383.0,DCS GROUP,
2279,Cegid - Product Owner (H/F),2025-10-09 04:38:17+00:00,CDI,1,  VILLENEUVEDASCQ,50.648705,3.128761,59491.0,59009.0,CEGID,
2280,Product Owner PFA F/H - Informatique de gestion (H/F),2025-10-08 09:46:53+00:00,CDI,1,  LYON E ARRONDISSEMENT,45.746385,4.841631,69007.0,69387.0,DCS GROUP,
2281,Product Owner (H/F),2025-10-08 06:28:19+00:00,CDI,1,  NIORT,46.32557,-0.512375,79000.0,79191.0,AMILTONE,
2282,Product Owner confirmé(e) - Industrie - Toulouse (H/F),2025-10-08 02:36:24+00:00,CDI,1,  TOULOUSE,43.647434,1.432152,31000.0,31555.0,,
2283,Product Owner H/F,2025-10-07 21:37:07+00:00,CDI,1,  NEUILLYSURSEINE,48.884789,2.269688,92200.0,92051.0,,
2284,Product Owner H/F,2025-10-07 21:34:27+00:00,CDI,1,  RENNES,48.121078,-1.71089,35000.0,35238.0,,
2285,Product Owner (H/F),2025-10-07 16:31:23+00:00,CDI,1,  TOULOUSE,43.61625,1.453602,31000.0,31555.0,SOHOFT,
2286,Product Owner Data (H/F/NB),2025-10-07 15:29:07+00:00,CDI,1,  PUTEAUX,48.884019,2.237979,92800.0,92062.0,TRIMANE,
2287,Product Owner GED H/F,2025-10-07 14:43:01+00:00,CDI,1,  RELECQKERHUON,48.407436,-4.396354,29480.0,29235.0,CREDIT MUTUEL ARKEA,
2288,"Product Owner Cloud - Rennes, France (H/F)",2025-10-07 06:42:38+00:00,CDI,1,  RENNES,48.092855,-1.675729,35000.0,35238.0,FORUMS TALENTS HANDICAP,
2289,Product Owner F/H - Informatique de gestion (H/F),2025-10-07 05:31:40+00:00,CDI,1,  LYON E ARRONDISSEMENT,45.786154,4.796312,69009.0,69389.0,SOLUTEC,
2291,Product Owner Junior- en Stage (F/H) (H/F),2025-10-07 02:48:28+00:00,CDD,1,  MASSY,48.629482,2.440082,91300.0,91377.0,,
2293,Product Owner E-commerce H/F,2025-10-06 14:42:01+00:00,CDI,1,  LILLE,50.612754,3.047638,59000.0,59350.0,TALENTS IT,
2294,Product Owner E-commerce H/F,2025-10-06 14:42:01+00:00,CDI,1,  RENNES,48.126268,-1.658285,35000.0,35238.0,TALENTS IT,
2295,Product Owner - Chef·fe de produit (H/F),2025-10-05 14:41:53+00:00,CDI,1,  NIORT,46.315157,-0.481524,79000.0,79191.0,BLUE SOFT CONSULTING,
2296,Product owner (H/F),2025-10-05 11:38:34+00:00,CDI,1,  NEUILLYSURSEINE,48.884789,2.269688,92200.0,92051.0,,
2297,Product Owner Data Food H/F,2025-10-05 08:42:55+00:00,CDI,1,  GUYANCOURT,48.770857,2.070169,78280.0,78297.0,,
2298,Product Owner (H/F),2025-10-05 08:42:53+00:00,CDI,1,  LYON,,,,69123.0,,
2299,Product Owner (santé) (H/F),2025-10-05 08:37:50+00:00,CDI,1,  COURBEVOIE,48.901819,2.267542,92400.0,92026.0,,
2300,Product Owner F/H (H/F),2025-10-05 06:31:57+00:00,CDI,1,  NANTERRE,48.887956,2.225108,92000.0,92050.0,,
2301,Product Owner (H/F),2025-10-05 06:25:15+00:00,CDI,1,  LYON,,,,69123.0,,
2302,Product Owner confirmé(e) - Services Publics - Nantes (H/F),2025-10-05 03:51:29+00:00,CDI,1,  NANTES,47.214757,-1.530541,44000.0,44109.0,,
2303,Product Owner (H/F),2025-10-05 02:31:21+00:00,CDI,1,  PARIS,,,,75056.0,DÉFI RH,
2304,Product owner/chef-fe de projet ia (intelligence artificielle) f/h (H/F),2025-10-04 17:40:19+00:00,CDI,1,  CHTEAUFORT,48.7333,2.1,78117.0,78143.0,,
2305,Product owner crm & data f/h (H/F),2025-10-04 17:36:04+00:00,CDI,1,  COLOMIERS,43.6167,1.35,31770.0,31149.0,,
2306,Product Owner RH & QHSE F/H (H/F),2025-10-04 14:50:11+00:00,CDI,1,  COURBEVOIE,48.898112,2.238533,92400.0,92026.0,KEOLIS,
2307,Product Owner (H/F),2025-10-04 12:33:26+00:00,CDI,1,  NIORT,46.326886,-0.480664,79000.0,79191.0,,
2308,Product Owner (H/F),2025-10-04 11:40:49+00:00,CDI,1,  PARIS E ARRONDISSEMENT,48.872479,2.341194,75009.0,75109.0,,
2309,Product Owner - Santé - Bilingue Espagnol (H/F) - Lyon - 1er arrondissement,2025-10-04 11:39:54+00:00,CDI,1,  LYON ER ARRONDISSEMENT,45.767688,4.835056,69001.0,69381.0,,
2310,Product Owner (H/F),2025-10-04 09:48:29+00:00,CDI,1,  RENNES,48.121078,-1.71089,35000.0,35238.0,,
2311,Product Owner F/H - Primus Soft (H/F),2025-10-04 06:37:00+00:00,CDI,1,  BORDEAUX,44.830768,-0.571522,33000.0,33063.0,PRIMUS SOFT,
2312,Product Owner - Santé - Bilingue Espagnol (H/F),2025-10-03 14:43:30+00:00,CDI,1,  LYON ER ARRONDISSEMENT,45.769506,4.830081,69001.0,69381.0,NEXTEP HR,
2313,Product Owner Assurance Vie et Épargne (F/H),2025-10-03 14:43:21+00:00,CDI,1,  PARIS E ARRONDISSEMENT,,,75002.0,75102.0,BEHIVE,
2315,Product Owner EDI (CDI) - H/F,2025-10-03 08:34:51+00:00,CDI,1,  RELECQKERHUON,48.407436,-4.396354,29480.0,29235.0,,
2316,Product Owner technique (H/F),2025-10-03 05:31:24+00:00,CDI,1,  ISSYLESMOULINEAUX,48.82453,2.273793,92130.0,92040.0,,
2317,Product Owner Data & IA (H/F),2025-10-03 05:30:03+00:00,CDI,1,  LESQUIN,50.588378,3.110669,59810.0,59343.0,,
2318,Product Owner / QA - e-commerce (H/F),2025-10-03 05:27:49+00:00,LIB,1,  VERSAILLES,48.801228,2.130076,78000.0,78646.0,,
2319,Product Owner (H/F),2025-10-03 02:31:14+00:00,CDI,1,  GENTILLY,48.81556,2.348124,94250.0,94037.0,RECOMMERCE,
2321,Proxy Product Owner PPO - Environnement RedHat (H/F),2025-10-02 14:47:56+00:00,LIB,1,  PARIS ER ARRONDISSEMENT,,,75001.0,75101.0,PROPULSE IT,
2323,Product Owner / Chef(fe) de projet digital  Espace Client - H/F,2025-10-02 04:33:10+00:00,CDI,1,  SAINTDENIS,48.912232,2.361411,93380.0,93066.0,GENERALI,
2324,Logis Hotels - Product Owner (H/F),2025-10-02 02:38:05+00:00,CDI,1,  PARIS E ARRONDISSEMENT,48.824196,2.358456,75013.0,75113.0,LOGIS HOTELS,
2325,Product Owner F/H - Besson chaussures (H/F),2025-10-01 07:46:56+00:00,CDI,1,  AUBIRE,45.750939,3.110704,63170.0,63014.0,BESSON CHAUSSURES,
2326,Product Owner - Marketplace (H/F) - Paris Fashion Shops,2025-10-01 07:45:38+00:00,CDI,1,  SAINTDENIS,,,93380.0,93066.0,PARIS FASHION SHOPS,
2327,Product Owner (H/F),2025-09-30 12:01:32+00:00,CDI,1,  PESSAC,44.755747,-0.74025,33600.0,33318.0,,
2328,Product Owner (H/F),2025-09-30 10:41:01+00:00,CDI,1,  MONTIGNYLEBRETONNEUX,48.781965,2.0452,78180.0,78423.0,,
2329,PRODUCT OWNER - H/F,2025-09-29 19:33:45+00:00,CDI,1,  PESSAC,44.755747,-0.74025,33600.0,33318.0,DSI FRANCE TRAVAIL,
2330,Product Owner F/H - Informatique de gestion (H/F),2025-09-29 05:45:03+00:00,CDI,1,  NEUILLYSURSEINE,48.884789,2.269688,92200.0,92051.0,MICHAEL PAGE INTERNATIONAL FRANCE,
2331,Product owner expérimenté (H/F),2025-09-28 14:41:57+00:00,CDI,1,  TOULOUSE,43.579161,1.484106,31000.0,31555.0,CTS CORPORATE,
2332,Consultant(e) Senior - Product Owner - AI4B - IDF (H/F),2025-09-28 09:37:07+00:00,CDI,1,  COURBEVOIE,48.901819,2.267542,92400.0,92026.0,,
2333,Product owner espaces clients & apps mobiles F/H (H/F),2025-09-28 09:32:49+00:00,CDI,1,  BAIEMAHAULT,16.267788,-61.58701,97122.0,97103.0,,
2335,Product Owner Data / Business Analyst (H/F/NB),2025-09-28 07:27:20+00:00,CDI,1,  PUTEAUX,48.884019,2.237979,92800.0,92062.0,,
2336,Product Owner technique orienté Data (H/F),2025-09-28 04:51:27+00:00,LIB,1,  AIXENPROVENCE,43.523408,5.43383,13080.0,13001.0,,
2337,Directeur de projet / Product Owner Cyber Recovery (H/F),2025-09-28 04:40:00+00:00,CDI,1,  LYON,,,,69123.0,,
2338,PRODUCT OWNER H/F,2025-09-28 04:38:36+00:00,CDI,1,  BREST,48.40992,-4.471046,29200.0,29019.0,,
2339,Product Owner (H/F),2025-09-27 10:43:59+00:00,CDI,1,  MRIGNAC,44.815966,-0.635427,33700.0,33281.0,,
2340,Product Owner Data (F/H),2025-09-25 14:43:47+00:00,CDI,1,  NIORT,46.32557,-0.512375,79000.0,79191.0,MACIF,
2341,Soc use case factories product owner (f/m) (h/f),2025-09-25 08:45:02+00:00,CDI,1,  TOULOUSE,43.6,1.43333,31000.0,31555.0,,
2342,Product Owner / QA - e-commerce (H/F),2025-09-23 15:34:57+00:00,LIB,1,  VERSAILLES,48.801228,2.130076,78000.0,78646.0,PROPULSE IT,
2343,Datanumia - Product Owner (H/F),2025-09-23 02:34:18+00:00,CDI,1,  COURBEVOIE,48.892892,2.248063,92400.0,92026.0,DATANUMIA,
2344,Datanumia - Product Owner (H/F),2025-09-23 02:33:49+00:00,CDI,1,  COURBEVOIE,48.892892,2.248063,92400.0,92026.0,DATANUMIA,
2345,Product Owner F/H - Informatique de gestion (H/F),2025-09-22 05:48:10+00:00,CDI,1,  RENNES,48.121078,-1.71089,35000.0,35238.0,MICHAEL PAGE INTERNATIONAL FRANCE,
2347,Product owner technique - F/H/D (H/F),2025-09-20 14:45:10+00:00,CDI,1,  LYON ER ARRONDISSEMENT,45.769506,4.830081,69001.0,69381.0,BIOMÉRIEUX SA,
2348,Product Owner H/F,2025-09-20 10:36:33+00:00,CDI,1,  NEUILLYSURSEINE,48.884789,2.269688,92200.0,92051.0,,
2349,Product Owner (H/F),2025-09-20 08:51:43+00:00,CDI,1,  ROUSSET,43.480571,5.622049,13790.0,13087.0,,
2350,Product Owner (H/F),2025-09-20 07:34:06+00:00,CDI,1,  RENNES,48.121078,-1.71089,35000.0,35238.0,,
2351,Product Owner ServiceNow CMDB-APM-SAM F/H (H/F),2025-09-20 04:26:06+00:00,CDI,1,  MANS,47.988525,0.20003,72000.0,72181.0,COVEA,
2352,Consultant(e) Senior - Product Owner - AI4B - IDF (H/F),2025-09-19 06:41:04+00:00,CDI,1,  COURBEVOIE,48.901819,2.267542,92400.0,92026.0,,
2353,Product Owner (f/h) H/F,2025-09-19 06:34:47+00:00,CDI,1,  PUTEAUX,48.884019,2.237979,92800.0,92062.0,,
2354,Product Owner EDI (CDI) - H/F,2025-09-18 19:48:19+00:00,CDI,1,  RELECQKERHUON,48.407436,-4.396354,29480.0,29235.0,,
2355,Product owner privileged access management f/h (H/F),2025-09-18 14:40:38+00:00,CDI,1,  MOISSYCRAMAYEL,48.6167,2.6,77550.0,77296.0,,
2356,Product Owner (H/F),2025-09-18 10:46:22+00:00,CDI,1,  LYON E ARRONDISSEMENT,45.763559,4.827411,69005.0,69385.0,,
2357,Alternant(e) Product Owner F/H (H/F),2025-09-18 05:30:29+00:00,CDD,1,  COURBEVOIE,48.898449,2.255706,92400.0,92026.0,ELIOR,
2358,Product Owner (H/F),2025-09-17 04:37:14+00:00,CDI,1,  MONTPELLIER,43.615413,3.839357,34000.0,34172.0,SYNANTO,
2359,Business Analyst/Product owner - MOA - Assurance - Niort (H/F),2025-09-14 10:07:19+00:00,CDI,1,  BESSINES,46.301706,-0.514279,79000.0,79034.0,,
2360,Product Owner - Solutions SaaS Mobilité (H/F),2025-09-14 04:41:37+00:00,CDI,1,  GUYANCOURT,48.770857,2.070169,78280.0,78297.0,EGIS,
2361,Product Owner IT F/H - Children Worldwide Fashion C.W.F (H/F),2025-09-13 14:54:37+00:00,CDI,1,  HERBIERS,46.869096,-1.01354,85500.0,85109.0,CHILDREN WORLDWIDE FASHION C.W.F,
2362,Business Analyst / Product Owner - Lyon (H/F),2025-09-12 21:50:58+00:00,CDI,1,  LIMONEST,45.835717,4.770972,69760.0,69116.0,,
2363,Product Owner RTV (H/F/D),2025-09-12 20:55:24+00:00,CDI,1,  MANS,48.007462,0.197404,72000.0,72181.0,,
2364,Product Owner analyse et gestion de risques - Cybersécurité - Ile de France (H/F),2025-09-12 19:44:06+00:00,CDI,1,  COURBEVOIE,48.898112,2.238533,92400.0,92026.0,,
2365,Product Owner - Énergie - H/F,2025-09-12 13:40:39+00:00,CDI,1,  IVRYSURSEINE,48.811987,2.3875,94200.0,94041.0,,
2366,Product Owner IT/Data (H/F),2025-09-09 09:41:00+00:00,CDI,1,  LEVALLOISPERRET,48.892818,2.287751,92300.0,92044.0,,
2367,Product owner confirmé / team leader F/H (H/F),2025-09-06 19:47:49+00:00,CDI,1,  LYON,,,,69123.0,,
2368,COMPASS GROUP - Product Owner (H/F),2025-09-05 05:42:29+00:00,CDI,1,  CHATILLON,48.804541,2.286927,92320.0,92020.0,COMPASS GROUP,
2369,Product Owner IT/Data (H/F),2025-09-04 08:31:21+00:00,CDI,1,  RUNGIS,48.748487,2.347405,94150.0,94065.0,,
2370,PRODUCT OWNER - H/F,2025-09-02 19:33:41+00:00,CDI,1,  LIMONEST,45.835717,4.770972,69760.0,69116.0,AKANEA,
2371,PRODUCT OWNER (H/F),2025-08-30 02:36:07+00:00,CDI,1,  ROUSSET,43.480571,5.622049,13790.0,13087.0,EXPECTRA,
2372,Product Owner Signature Electronique H/F,2025-08-29 21:50:16+00:00,CDI,1,  BOZOULS,44.469861,2.720637,12340.0,12033.0,,
2373,Product owner confirmé (flexibilités) F/H (H/F),2025-08-29 13:50:14+00:00,CDI,1,  COURBEVOIE,48.901819,2.267542,92400.0,92026.0,,
2374,Product owner data confirmé F/H (H/F),2025-08-29 13:44:53+00:00,CDI,1,  COURBEVOIE,48.901819,2.267542,92400.0,92026.0,,
2375,Data product owner f/h (H/F),2025-08-29 12:54:52+00:00,CDI,1,  COLOMBES,48.9167,2.25,92700.0,92025.0,,
2376,Consultant.e Product Owner Data et IA - Sofrecom - Senior à Manager F/H (H/F),2025-08-22 02:39:39+00:00,CDI,1,  CHTILLON,46.472008,3.131308,3210.0,3069.0,,
2377,Consultant E-Commerce /   Product Owner senior H/F,2025-08-08 05:39:09+00:00,CDI,1,  PARIS,,,,75056.0,,
2378,Product Owner / Business Analyst confirmé(e) - Industrie - Le Plessis Robinson (H/F),2025-07-30 04:33:20+00:00,CDI,1,  LE PLESSIS ROBINSON,48.782195,2.262246,92350.0,92060.0,,
2379,Product Owner / Business Analyst confirmé(e) - Industrie - Lyon (H/F),2025-07-30 04:32:16+00:00,CDI,1,,,,,69123.0,,
2381,Product Owner (H/F),2025-07-23 09:41:50+00:00,CDI,1,  PUTEAUX,48.884019,2.237979,92800.0,92062.0,,
2383,Product Owner confirmé(e) - Industrie - Pau (H/F),2025-07-16 09:50:06+00:00,CDI,1,  PAU,43.294675,-0.370792,64000.0,64445.0,,
2384,Product owner F/H (H/F),2025-07-13 11:44:57+00:00,CDI,1,  MAREILENFRANCE,49.069557,2.427255,95850.0,95365.0,,
2385,Product Owner - Services Publics - Bordeaux (H/F),2025-07-10 16:31:11+00:00,CDI,1,  MRIGNAC,44.844455,-0.680291,33700.0,33281.0,,
2386,Product Owner (H/F),2025-07-10 15:32:23+00:00,CDI,1,  BOULOGNEBILLANCOURT,48.835948,2.240514,92100.0,92012.0,,
2387,Product Owner IAM H/F,2025-06-27 03:52:11+00:00,CDI,1,  LESQUIN,50.588378,3.110669,59810.0,59343.0,,
2388,Consultant Product Owner F/H (H/F),2025-06-26 20:31:10+00:00,CDI,1,  CESSON,48.562674,2.602537,77240.0,77067.0,,
2389,Proxy Product Owner - Transport - Nantes (H/F),2025-06-24 14:38:39+00:00,CDI,1,  NANTES,47.206267,-1.538056,44000.0,44109.0,,
2390,PRODUCT OWNER ERP - MICROSOFT DYNAMICS 365 BUSINESS CENTRAL - H/F,2025-05-28 19:33:44+00:00,CDI,1,  PARIS E ARRONDISSEMENT,48.872479,2.341194,75009.0,75109.0,GS1 FRANCE,
2391,Product owner confirmé F/H (H/F),2025-05-07 09:45:54+00:00,CDI,1,,,,,69123.0,,
2392,E.Leclerc - Product Owner EDI (CDI) - H/F,2025-05-05 17:24:35+00:00,CDI,1,  LE RELECQ KERHUON,48.407436,-4.396354,29480.0,29235.0,E.LECLERC,
2393,Product Owner H/F - Paris,2025-04-24 19:33:08+00:00,CDI,1,  PARIS,,,,75056.0,,
2394,Senior Product Manager AI (H/F),2025-10-04 09:39:04.013000+00:00,CDI,1,  COURBEVOIE,48.898112,2.238533,92400.0,92026.0,SAINT-GOBAIN DISTRIBUTION BATIMENT FRANC,"[{""code"": ""300386"", ""libelle"": ""Elaborer un plan marketing, une stratégie de marque et de communication"", ""exigence"": ""S""}, {""code"": ""300207"", ""libelle"": ""Maîtriser les caractéristiques d'un produit ou d'un matériau"", ""exigence"": ""S""}, {""code"": ""300383"", ""libelle"": ""Réaliser une veille de marché, une veille concurrentielle"", ""exigence"": ""S""}, {""code"": ""300366"", ""libelle"": ""Recueillir et analyser les besoins client"", ""exigence"": ""S""}]"
2395,Customer Success & Product Manager (CSM/PM) (H/F),2025-09-29 11:35:54.953000+00:00,CDI,1,  BAYONNE,43.493328,-1.475103,64100.0,64102.0,PROF EN POCHE,"[{""code"": ""300386"", ""libelle"": ""Elaborer un plan marketing, une stratégie de marque et de communication"", ""exigence"": ""S""}, {""code"": ""300207"", ""libelle"": ""Maîtriser les caractéristiques d'un produit ou d'un matériau"", ""exigence"": ""S""}, {""code"": ""300383"", ""libelle"": ""Réaliser une veille de marché, une veille concurrentielle"", ""exigence"": ""S""}, {""code"": ""300366"", ""libelle"": ""Recueillir et analyser les besoins client"", ""exigence"": ""S""}]"
2396,Customer Success & Product Manager (CSM/PM) (H/F),2025-09-29 11:31:13.359000+00:00,CDI,1,  PAU,43.294675,-0.370792,64000.0,64445.0,PROF EN POCHE,"[{""code"": ""300386"", ""libelle"": ""Elaborer un plan marketing, une stratégie de marque et de communication"", ""exigence"": ""S""}, {""code"": ""300207"", ""libelle"": ""Maîtriser les caractéristiques d'un produit ou d'un matériau"", ""exigence"": ""S""}, {""code"": ""300383"", ""libelle"": ""Réaliser une veille de marché, une veille concurrentielle"", ""exigence"": ""S""}, {""code"": ""300366"", ""libelle"": ""Recueillir et analyser les besoins client"", ""exigence"": ""S""}]"
2398,Product line Manager Junior H/F,2025-09-02 10:55:52.954000+00:00,CDI,1,  CAEN,49.167174,-0.347866,14000.0,14118.0,MURATA INTEGRATED PASSIVE SOLUTIONS,"[{""code"": ""115028"", ""libelle"": ""Données d'activité de la structure, du service"", ""exigence"": ""S""}, {""code"": ""121364"", ""libelle"": ""Déterminer le potentiel d'un client ou prospect"", ""exigence"": ""S""}, {""code"": ""122534"", ""libelle"": ""Mettre en œuvre la stratégie commerciale de l'entreprise"", ""exigence"": ""S""}, {""code"": ""300379"", ""libelle"": ""Développer et fidéliser la relation client"", ""exigence"": ""S""}, {""code"": ""300384"", ""libelle"": ""Elaborer une stratégie commerciale"", ""exigence"": ""S""}, {""code"": ""300067"", ""libelle"": ""Analyser, exploiter, structurer des données"", ""exigence"": ""S""}]"
2399,Product Manager H/F - Solutions IA pour le Transport Sanitaire (H/F),2025-05-15 11:45:39.738000+00:00,CDI,1,  FIGEAC,44.610028,2.034882,46100.0,46102.0,LOMACO,
2400,Product manager (H/F),2025-04-17 17:20:51.989000+00:00,CDI,1,  ILLKIRCH GRAFFENSTADEN,48.52844,7.71087,67400.0,67218.0,INCOTEC,
2401,Alternant IA & No Code (H/F),2025-09-30 11:00:31.568000+00:00,CDD,1,  MONTPELLIER,43.615413,3.839357,34000.0,34172.0,ENEXCO,"[{""code"": ""508618"", ""libelle"": ""Développer des modèles prédictifs pour l'analyse de données"", ""exigence"": ""S""}, {""code"": ""508628"", ""libelle"": ""Documenter les processus et les architectures d'IA"", ""exigence"": ""S""}, {""code"": ""508617"", ""libelle"": ""Optimiser les performances des systèmes d'IA"", ""exigence"": ""S""}]"
2403,Product Manager H/F,2025-10-10 05:31:54+00:00,CDI,1,  LYON,,,,69123.0,,
2404,Technical product manager (H/F),2025-10-09 08:31:35+00:00,CDI,1,  SAINTNIZIERLEDSERT,46.055146,5.148044,1320.0,1381.0,,
2405,Product Manager H/F,2025-10-08 06:34:54+00:00,CDI,1,  STRASBOURG,48.584715,7.750792,67000.0,67482.0,,
2406,Product Manager paiement (F/H),2025-10-08 02:31:22+00:00,CDI,1,  LABGE,43.530553,1.529779,31670.0,31254.0,LYRA,
2407,Marketing Product Manager - édition de logiciel(H/F),2025-10-07 14:42:56+00:00,CDI,1,  LYON,,,,69123.0,,
2409,Lead product manager -f/h- (H/F),2025-10-05 07:10:34+00:00,CDI,1,  MONTPELLIER,43.619271,3.900306,34000.0,34172.0,,
2410,Product manager (H/F),2025-10-05 04:19:04+00:00,CDI,1,  BRON,45.733803,4.909416,69500.0,69029.0,PM- PRECIA MOLEN,
2411,Product Manager H/F,2025-10-04 18:21:29+00:00,CDI,1,  STRASBOURG,48.584715,7.750792,67000.0,67482.0,,
2413,Airbus atlantic - it product/service manager esm/itsm (h/f),2025-10-04 17:37:45+00:00,CDI,1,  TOULOUSE,43.6,1.43333,31000.0,31555.0,,
2414,Product Manager (F/H),2025-10-04 14:42:52+00:00,CDI,1,  BOISCOLOMBES,48.921177,2.272189,92270.0,92009.0,SVP,
2416,Product Marketing Manager F/H - Qualisocial (H/F),2025-10-03 09:50:14+00:00,CDI,1,  PARIS E ARRONDISSEMENT,,,75002.0,75102.0,QUALISOCIAL,
2417,Manager Product Owners Data & IA (H/F),2025-10-03 05:27:57+00:00,CDI,1,  LESQUIN,50.588378,3.110669,59810.0,59343.0,,
2419,Technical product manager (H/F),2025-10-02 08:43:05+00:00,CDI,1,  PARIS E ARRONDISSEMENT,48.872479,2.341194,75009.0,75109.0,,
2420,Product Manager F/H - Marketing (H/F),2025-10-01 08:32:31+00:00,CDI,1,  SAINTPRIEST,45.694466,4.935537,69800.0,69290.0,FED IT,
2421,Product Manager (H/F),2025-09-30 10:52:22+00:00,CDI,1,  MONTIGNYLEBRETONNEUX,48.781965,2.0452,78180.0,78423.0,,
2422,Digital product manager (H/F),2025-09-30 10:51:00+00:00,CDI,1,  MONTIGNYLEBRETONNEUX,48.781965,2.0452,78180.0,78423.0,,
2424,Global Product Line Manager - Responsable stratégie cyber protection F/H - Direction commerciale et marketing (H/F),2025-09-30 04:27:45+00:00,CDI,1,  GENNEVILLIERS,48.925389,2.293344,92230.0,92036.0,THALES SIX GTS FRANCE S.A.S.,
2425,Senior product manager -f/h- (H/F),2025-09-28 11:38:16+00:00,CDI,1,  MONTPELLIER,43.619271,3.900306,34000.0,34172.0,,
2426,Product Manager Cash Management Channels H/F,2025-09-27 07:05:39+00:00,CDI,1,  MONTROUGE,48.818761,2.320528,92120.0,92049.0,,
2427,Airbus atlantic - lead supply chain quality manager new product introduction (all gender) (h/f),2025-09-20 14:54:57+00:00,CDI,1,  SAINTNAZAIRE,47.2833,-2.2,44600.0,44184.0,,
2428,Product Manager H/F,2025-09-20 10:30:20+00:00,CDI,1,  NEUILLYSURSEINE,48.884789,2.269688,92200.0,92051.0,,
2429,RESPONSABLE DE DOMAINE SUPPORTS / PRODUCT MANAGER H/F,2025-09-17 07:28:21+00:00,CDI,1,  CROUTELLE,46.535632,0.287121,86240.0,86088.0,,
2430,Product Manager (H/F),2025-09-17 02:31:21+00:00,CDI,1,  VILLEURBANNE,45.766536,4.879601,69100.0,69266.0,ALTECA,
2431,Product Line Manager Réseaux Déployables F/H - Marketing (H/F),2025-09-16 04:30:38+00:00,CDI,1,  GENNEVILLIERS,48.925389,2.293344,92230.0,92036.0,THALES SIX GTS FRANCE S.A.S.,
2432,Sales Executive & Product Manager - H/F,2025-09-15 23:00:41+00:00,CDI,1,  NANTES,47.206267,-1.538056,44000.0,44109.0,SEYOS,
2433,Product Manager Adjoint Response - Cybersécurité - Île-De-France H/F,2025-09-14 10:13:01+00:00,CDI,1,  COURBEVOIE,48.901819,2.267542,92400.0,92026.0,SOPRA STERIA,
2434,Digital product manager (H/F),2025-09-13 17:35:22+00:00,CDI,1,  PUTEAUX,48.884019,2.237979,92800.0,92062.0,,
2436,Product Manager H/F,2025-09-06 05:43:11+00:00,CDI,1,  ALIXAN,44.972682,5.024514,26300.0,26004.0,,
2437,Data Product Manager - Sales (f/m/d) (H/F),2025-09-04 13:50:08+00:00,CDI,1,  VILLENEUVEDASCQ,50.666107,3.140909,59491.0,59009.0,,
2438,Technical Sales & Product Manager H-F Plastics & Additives / Rhône Alpes /Est (H/F),2025-08-22 02:39:53+00:00,CDI,1,  LYON,,,,69123.0,,
2440,Product Manager @Fintech - H/F,2025-08-05 23:00:44+00:00,CDI,1,  NANTES,47.22725,-1.518799,44000.0,44109.0,EXTERNATIC,
2441,Lead Product Manager (f/h/nb) - CDI (H/F),2025-06-24 13:56:40+00:00,CDI,1,  HEM,50.654243,3.184063,59510.0,59299.0,,
2442,Product Manager (H/F),2025-06-03 11:54:25+00:00,CDI,1,  PUTEAUX,48.884019,2.237979,92800.0,92062.0,,
2444,Directeur product management (H/F),2025-10-11 10:45:46+00:00,CDI,1,  PLAISIR,48.817345,1.947366,78370.0,78490.0,,
2445,Manager (H/F),2025-10-11 09:41:42+00:00,CDI,1,  GUYANCOURT,48.770857,2.070169,78280.0,78297.0,,
2447,Product Leader SI Services (H/F),2025-10-08 06:36:52+00:00,CDI,1,  LESQUIN,50.588378,3.110669,59810.0,59343.0,,
2449,Responsable E COMMERCE H/F,2025-10-04 14:41:46+00:00,CDI,1,  PRON,49.222741,-0.370491,14610.0,14242.0,LEGALLAIS,
2450,Directeur product management (H/F),2025-10-04 10:03:23+00:00,CDI,1,  PARIS E ARRONDISSEMENT,48.872479,2.341194,75009.0,75109.0,,
2457,Product Designer Expérimenté - H/F,2025-09-15 23:00:42+00:00,CDI,1,  NANTES,47.204244,-1.604846,44000.0,44109.0,SEYOS,
2458,Product Designer F/H (H/F),2025-09-14 05:58:37+00:00,CDI,1,  NANTERRE,48.897361,2.195135,92000.0,92050.0,,
2459,Head of product management & marketing f/h (H/F),2025-10-09 12:48:42+00:00,CDI,1,  PLAISIR,48.8167,1.95,78370.0,78490.0,,
2460,Application Production Support H/F,2025-10-02 04:34:42+00:00,CDI,1,  RUEILMALMAISON,48.862542,2.1963,92500.0,92063.0,,
2462,Responsable développement commercial - IA Générative F/H (H/F),2025-07-10 15:33:35+00:00,CDI,1,  SAINTHILAIRESAINTMESMIN,47.86944,1.837914,45160.0,45282.0,,
2463,Head of Product Management & Marketing F/H (H/F),2025-10-11 05:35:30+00:00,CDI,1,  PLAISIR,48.812607,1.946985,78370.0,78490.0,SAFRAN,
